Product ID,Name,Category,Brand,Department,Retail Price,Unit Cost,Product Profit Margin,Product Profit Margin (%),Total Sales
15283,JiMarti JM01 Sunglasses for Golf Fishing Cycling-Unbreakable-... Frame,Plus,JiMarti,Women,29.95,14.68,15.27,50.98,179.7
22669,Perry Ellis Neo-luxe Pinstripe Dress Pants Black,Pants,Perry Ellis,Men,29.95,12.52,17.43,58.2,119.8
26586,Clouseout - Lightweight Hooded Terry Bathrobe 50 Length. Unisex Design,Sleep & Lounge,Spa & Resort,Men,29.95,13.24,16.71,55.79,239.6
16534,Harley-DavidsonÂ® Men's 110th Anniversary Bullseye T-Shirt. Graphics. Distressed Look. All Cotton. 302917550,Tops & Tees,Harley-Davidson,Men,29.95,17.94,12.01,40.1,89.85
28353,JiMarti JM01 Sunglasses for Golf Fishing Cycling-Unbreakable-... Frame,Accessories,JiMarti,Men,29.95,10.75,19.2,64.11,119.8
6104,LeggingsQueen Sexy Skirt Leggings,Leggings,LeggingsQueen,Women,29.95,18.3,11.65,38.9,179.7
28214,TS Swim Men's Water Polo Brief - Red with Skulls,Swim,TS Swim,Men,29.95,18.27,11.68,39,119.8
94,2B Allison Open Back Tank Top,Tops & Tees,2b by bebe,Women,29.95,15.66,14.29,47.71,89.85
12975,Beach Depot UPF 50+ Women's Long Sleeve Rash Guard Shirt,Swim,The Beach Depot,Women,29.95,13.57,16.38,54.69,29.95
11461,New Black Poodle Crinoline Skirt Bridal Petticoat Wedding Gown Slip (108DSPB),Intimates,Sweetheart Slips,Women,29.95,14.62,15.33,51.19,149.75
12885,Speedo Women's Aqua Sites Fold Over Hipster Swimsuit Bottom,Swim,Speedo,Women,29.95,11.38,18.57,62,179.7
494,2B Fiorella Button Down Shirt,Tops & Tees,2b by bebe,Women,29.95,16.35,13.6,45.41,119.8
13630,JiMarti JM01 Sunglasses for Golf Fishing Cycling-Unbreakable-... Frame,Accessories,JiMarti,Women,29.95,13.09,16.86,56.29,119.8
28574,Harley DavidsonÂ® Men's Biker Chain Wallet. Orange Embroidery. TC817H-2,Accessories,Harley-Davidson,Men,29.95,11.44,18.51,61.8,89.85
9285,Ladies 6 Pairs Winter Fuzzy Warm Plush Thick Stripe Colorful Long Ski Snow Socks,Socks & Hosiery,SK Hat shop,Women,29.95,10.57,19.38,64.71,119.8
22601,Men's Gray Super 150's Wool Feel Dress Pants,Pants,Giorgio Cerruti,Men,29.95,12.37,17.58,58.7,119.8
296,Calvin Klein Jeans Women's Convertible Henley Shirt,Tops & Tees,Calvin Klein Jeans,Women,29.97,16.81,13.16,43.91,269.73
23324,Zanerobe Men's Track and Field Short,Shorts,Zanerobe,Men,29.97,15.55,14.42,48.11,329.67
26566,Nautica Men's Yarn Dyed Flannel J-Class Logo Robe,Sleep & Lounge,Nautica,Men,29.97,11.84,18.13,60.49,269.73
18869,Van Heusen Men's Argyle Sweater,Sweaters,Van Heusen,Men,29.97,14.96,15.01,50.08,359.64
20354,Allegra K Men Worsted Long Sleeve Padded Shoulder Casual Blazer Gray S,Suits & Sport Coats,Allegra K,Men,29.97,12.17,17.8,59.39,209.79
1060,Collections Etc - Flutter Draped Front Cardigan,Sweaters,Samanthas Style Shoppe,Women,29.97,13.85,16.12,53.79,59.94
1114,Lucky Brand Women's Dolly Dip Dye Sweater,Sweaters,Lucky Brand,Women,29.97,13.25,16.72,55.79,209.79
9604,Women's Guide Gear PJ Set Pink Camo,Sleep & Lounge,Guide Gear,Women,29.97,17.41,12.56,41.91,119.88
16518,River's End Long Sleeve Shirt Denim,Tops & Tees,Rivers' End,Men,29.97,17.77,12.2,40.71,209.79
23357,Oakley Men's Bull Shorts Red Line,Shorts,Oakley,Men,29.97,13.85,16.12,53.79,179.82
1009,Collections Etc - D Ring Novelty Stitch Sweater Vest,Sweaters,Samanthas Style Shoppe,Women,29.97,13.34,16.63,55.49,29.97
10448,Coobie Strappy Scoopneck Bra (9012),Intimates,Coobie,Women,29.97,16.69,13.28,44.31,89.91
3063,Feetures Ultra Light Cushion No Show Tab 3 pk.,Active,Feetures,Women,29.97,13.61,16.36,54.59,29.97
311,Patty Women Unique Boat Neck O Ring Cut Out Shoulder 3/4 Sleeve Blouse Top,Tops & Tees,Patty,Women,29.98,15.5,14.48,48.3,209.86
654,Patty Women Stylish Polo Neck Cap Sleeve Casual Blouse Top,Tops & Tees,Patty,Women,29.98,16.37,13.61,45.4,269.82
14408,Motherhood Maternity: Secret Fit Belly(r) Signature Pocket Boot Cut Maternity Jeans,Maternity,Motherhood Maternity,Women,29.98,12.17,17.81,59.41,239.84
15049,Motherhood Maternity: Long Sleeve Velour Hooded Maternity Jacket,Maternity,Motherhood Maternity,Women,29.98,13.94,16.04,53.5,239.84
14584,Motherhood Maternity: Secret Fit Belly(r) 5 Pocket Straight Leg Maternity Jeans,Maternity,Motherhood Maternity,Women,29.98,13.37,16.61,55.4,149.9
15014,Motherhood Maternity: Indigo Blue Secret Fit Belly(r) Maternity Shorts,Maternity,Motherhood Maternity,Women,29.98,13.13,16.85,56.2,179.88
14802,Motherhood Maternity: The Ultimate Maternity Belt,Maternity,Motherhood Maternity,Women,29.98,11.93,18.05,60.21,209.86
18704,Callaway Men's Performance Long Sleeve Mock,Active,Callaway,Men,29.98,11.21,18.77,62.61,179.88
14435,Motherhood Maternity: Petite Secret Fit Belly(r) Signature Pocket Boot Cut Maternity Jeans,Maternity,Motherhood Maternity,Women,29.98,13.85,16.13,53.8,179.88
28195,Quiksilver Men's Paby Boardshorts,Swim,Quiksilver,Men,29.98,17.57,12.41,41.39,179.88
11876,Patty Women Cotton Sequins Padded Smocked Back Halter Corset Top,Intimates,Patty,Women,29.98,15.23,14.75,49.2,179.88
15184,Motherhood Maternity: Short Sleeve Scoop Neck Colorblock Maternity T Shirt,Maternity,Motherhood Maternity,Women,29.98,13.97,16.01,53.4,59.96
2201,Bohemian Hippie Zippered Hand Embroidered Flower Hoodie Jacket Nepal Fair Trade,Fashion Hoodies & Sweatshirts,Gypsy Rose,Women,29.98,13.97,16.01,53.4,119.92
15150,Motherhood Maternity: Long Sleeve Scoop Neck Sash Belt Maternity Shirt,Maternity,Motherhood Maternity,Women,29.98,12.86,17.12,57.1,179.88
14971,Motherhood Maternity: Long Sleeve Boat Neck Striped Maternity T Shirt,Maternity,Motherhood Maternity,Women,29.98,11.72,18.26,60.91,29.98
14521,Motherhood Maternity: Beaded Waist Angle Sleeve Maternity Tee,Maternity,Motherhood Maternity,Women,29.98,14.48,15.5,51.7,179.88
12071,Gracya Morgana Timeless Classic Black Suspender Belt P-184,Intimates,Gracya,Women,29.98,16.25,13.73,45.8,179.88
14398,Motherhood Maternity: Long Sleeve Jersey Knit Hooded Maternity Pull Over,Maternity,Motherhood Maternity,Women,29.98,14.3,15.68,52.3,119.92
15129,Motherhood Maternity: 3/4 Sleeve Scoop Neck Side Ruched Maternity T Shirt,Maternity,Motherhood Maternity,Women,29.98,13.1,16.88,56.3,149.9
14501,Motherhood Maternity: Short Sleeve Scoop Neck Belted Maternity Tunic,Maternity,Motherhood Maternity,Women,29.98,13.13,16.85,56.2,119.92
14570,Motherhood Maternity: Long Sleeve Jersey Knit Hooded Maternity Jacket,Maternity,Motherhood Maternity,Women,29.98,11.75,18.23,60.81,299.8
14679,Motherhood Maternity: Plus Size Petite Secret Fit Belly(r) Twill Maternity Pants,Maternity,Motherhood Maternity,Women,29.98,12.86,17.12,57.1,119.92
14968,Motherhood Maternity: Convertible Sleeve Tie Front Maternity Tunic,Maternity,Motherhood Maternity,Women,29.98,11.9,18.08,60.31,119.92
15061,Motherhood Maternity: Convertible Sleeve Pocket Tee Maternity Blouse,Maternity,Motherhood Maternity,Women,29.98,14.18,15.8,52.7,149.9
155,Ralph Lauren Sport Women Lightweight V-Neck T-Shirt,Tops & Tees,Ralph Lauren,Women,29.98,16.7,13.28,44.3,149.9
14636,Motherhood Maternity: Long Secret Fit Belly(r) Signature Pocket Boot Cut Maternity Jeans,Maternity,Motherhood Maternity,Women,29.98,13.7,16.28,54.3,149.9
14495,Motherhood Maternity: Long Sleeve Jersey Knit Hooded Maternity Jacket,Maternity,Motherhood Maternity,Women,29.98,13.55,16.43,54.8,149.9
143,LAT 3588 Womens Ringspun Long-Sleeve T-Shirt,Tops & Tees,LAT Sportswear,Women,29.99,15.98,14.01,46.72,209.93
5133,Woman Within Plus Size Tall pants in stretchy ponte knit,Pants & Capris,Woman Within,Women,29.99,14.43,15.56,51.88,149.95
20769,Southpole Men's Streaky Distressed Soft Denim,Jeans,Southpole,Men,29.99,16.85,13.14,43.81,269.91
20974,Haggar Men's Five Pocket Denim Jean,Jeans,Haggar,Men,29.99,17.21,12.78,42.61,389.87
10147,Nightshirt Says Go Away I'm Reading 100% Cotton,Sleep & Lounge,Sleepshirt,Women,29.99,19.01,10.98,36.61,299.9
16569,U.S. Polo Assn. Men's Shirt With Large Plaid Pattern,Tops & Tees,U.S. Polo Assn.,Men,29.99,16.04,13.95,46.52,269.91
9935,Women's Guide Gear Brushed Lounge Set,Sleep & Lounge,Guide Gear,Women,29.99,18.77,11.22,37.41,209.93
18174,Dockers Men's 1/4 Zip Fleece Sweater,Active,Dockers,Men,29.99,13.8,16.19,53.98,149.95
16429,U.S. Polo Assn. Men's Striped Shirt With Two Contrasting Colors,Tops & Tees,U.S. Polo Assn.,Men,29.99,17.24,12.75,42.51,239.92
3028,ASICS Women's Team Split Short,Active,ASICS,Women,29.99,11.58,18.41,61.39,119.96
2900,Women's UA Great Escape 3 Shorts Bottoms by Under Armour,Active,Under Armour,Women,29.99,12.96,17.03,56.79,509.83
15435,Fuzzy and Soft Christmas Socks 12 Pack Size 9-11.,Plus,Casual Socks,Women,29.99,15.98,14.01,46.72,209.93
6280,Levi's Juniors Shortie Short,Shorts,Levi's,Women,29.99,15.29,14.7,49.02,269.91
9526,Wonder Woman Superhero Pajama Set for Women,Sleep & Lounge,Panda Apparel,Women,29.99,18.77,11.22,37.41,239.92
22185,Dickies Mens Relaxed Straight Fit Pant,Pants,Dickies,Men,29.99,12.51,17.48,58.29,329.89
27018,Ed Hardy Men's USA Eagle Lounge Pants - Green Dust,Sleep & Lounge,Ed Hardy,Men,29.99,12.81,17.18,57.29,479.84
20941,Men's Genuine Wrangler Regular Fit Jean,Jeans,Wrangler,Men,29.99,16.43,13.56,45.22,149.95
17921,Escape The Fate Barbwire Black Zip Hoodie Sweatshirt New Adult,Fashion Hoodies & Sweatshirts,Independent,Men,29.99,16.76,13.23,44.11,239.92
6114,Reptile Pattern Liquid Leggings Grey,Leggings,Stella Elyse,Women,29.99,18.38,11.61,38.71,239.92
16677,Mens Modena Solid Silver French Cuff Dress Shirt,Tops & Tees,Modena,Men,29.99,16.88,13.11,43.71,209.93
219,Plus size Drop Shoulder Top Black,Tops & Tees,eVogues Apparel,Women,29.99,16.43,13.56,45.22,119.96
11304,Black Fuchsia Seamless Shapewear High Waist Thigh Slimmer,Intimates,Black Fuchsia,Women,29.99,14.97,15.02,50.08,209.93
17997,Throwdown By Affliction Heathen Men's Hoodie Sweatshirt Zip Up,Fashion Hoodies & Sweatshirts,Throwdown,Men,29.99,17.63,12.36,41.21,179.94
13949,WARMEN Women Opera Long Leather&Wool Winter Warm Half Finger Fingerless Driving Gloves,Accessories,WARMEN,Women,29.99,11.04,18.95,63.19,149.95
15311,Dollhouse Lamb Touch Asymmetric Zip Moto Jacket with Diamond-Quilt Detail and Pop Color Lining,Plus,dollhouse,Women,29.99,14.64,15.35,51.18,119.96
5615,Alfred Dunner Montana Sky Elastic Waist Pants,Pants & Capris,Alfred Dunner,Women,29.99,15.71,14.28,47.62,119.96
1548,Hoodie Buddie MP3 Earbuds Pullover Purple Brushed Stripe Sweatshirt Jacket Headphone,Fashion Hoodies & Sweatshirts,HoodieBuddie,Women,29.99,14.73,15.26,50.88,209.93
7240,BABY'O 37 Long Pull on black stretch knit pencil skirt,Skirts,Baby'O Clothing Co.,Women,29.99,11.1,18.89,62.99,119.96
16601,JOHN DEERE CLASSIC LOGO MENS GREEN L/S T-SHIRT,Tops & Tees,John Deere,Men,29.99,17.72,12.27,40.91,329.89
16388,U.S. Polo Assn. Men's Striped Woven Shirt,Tops & Tees,U.S. Polo Assn.,Men,29.99,17.45,12.54,41.81,179.94
16317,Under Armour Men's The Original Fitted V-Neck,Tops & Tees,Under Armour,Men,29.99,15.38,14.61,48.72,149.95
22967,Wrangler Men's Genuine Miami Chino Short,Shorts,Wrangler,Men,29.99,15.8,14.19,47.32,269.91
13560,Plunge Monokini Black,Swim,Marina West,Women,29.99,12.57,17.42,58.09,149.95
9792,Dreams and Company Plus Size Hooded French terry robe Dreams & Co,Sleep & Lounge,DREAMS,Women,29.99,16.82,13.17,43.91,239.92
5790,Rhinestone Knees Matte Black Leatherette Liquid Leggings,Leggings,Stella Elyse,Women,29.99,18.32,11.67,38.91,179.94
4811,US Polo Assn. Juniors Super Skinny Denim Pant,Jeans,U.S. Polo Assn.,Women,29.99,15.08,14.91,49.72,179.94
14935,Sexy Nursing Maternity Bra - Rumi Noir,Maternity,You! Lingerie,Women,29.99,13.5,16.49,54.98,389.87
28517,Titanium Smart Money Clip,Accessories,Storus Corporation,Men,29.95,10.87,19.08,63.71,239.6
16676,Van Heusen Men's Grid Print Woven Shirt,Tops & Tees,Van Heusen,Men,29.98,15.32,14.66,48.9,119.92
14999,Motherhood Maternity: 3/4 Sleeve Cropped Maternity Sweater,Maternity,Motherhood Maternity,Women,29.98,12.35,17.63,58.81,119.92
25171,Men's Argyle Dress Socks Cotton Blend 12 Pair Size 10-13 Multi Argyle designs,Socks,Monte Carlo,Men,29.99,18.32,11.67,38.91,149.95
13485,2 PC. Ladies Navy Stripe Ruffled Bikini Swimsuit,Swim,Marina West,Women,29.99,13.32,16.67,55.59,239.92
7194,TLB Killarney Tie Dye Wrap Around Long Skirt - Blue Tie Dye - Length: 37; Waist: Free Size,Skirts,TLB,Women,29.99,12.54,17.45,58.19,269.91
21964,Geoffrey Beene Men's Pleated Extender Waist Dress Pant,Pants,Geoffrey Beene,Men,29.99,12.45,17.54,58.49,239.92
21954,Southpole Men's Belted Cargo Pant,Pants,Southpole,Men,29.99,13.02,16.97,56.59,209.93
17534,Unionbay Men's Long Sleeve Hugo Full Zip Sweater,Fashion Hoodies & Sweatshirts,UNIONBAY,Men,29.99,15.56,14.43,48.12,359.88
16661,U.S. Polo Assn. Men's Woven Shirt With Vertical Stripe,Tops & Tees,U.S. Polo Assn.,Men,29.99,17.42,12.57,41.91,179.94
174,Chestnut Hill Ladies Performance Plus Long Sleeve Twill. CH605W,Tops & Tees,Chestnut Hill,Women,29.99,15.68,14.31,47.72,269.91
17075,U.S. Polo Assn. Men's Hoody With Small Pony,Fashion Hoodies & Sweatshirts,U.S. Polo Assn.,Men,29.99,16.46,13.53,45.12,149.95
719,Bella Ladies 3.1 oz. Burnout Long-Sleeve T-Shirt - WHITE - S,Tops & Tees,Bella,Women,29.99,15.95,14.04,46.82,239.92
149,Plus Size Smocked Empire Waist Kimono Top,Tops & Tees,eVogues Apparel,Women,29.99,16.1,13.89,46.32,329.89
10202,Monkey Two-Piece Hooded Footed Pajamas for Women,Sleep & Lounge,Katnap,Women,29.99,16.91,13.08,43.61,299.9
15552,Woman Within Plus Size Jean pull on elastic waist,Plus,Woman Within,Women,29.99,13.56,16.43,54.78,239.92
5426,Woman Within Plus Size Petite Freedom pants,Pants & Capris,Woman Within,Women,29.99,16.13,13.86,46.22,239.92
17123,Hoodie Buddie MP3 Earbuds Pullover Purple Brushed Stripe Sweatshirt Jacket Headphone,Fashion Hoodies & Sweatshirts,HoodieBuddie,Men,29.99,17.93,12.06,40.21,389.87
28681,Nautica Men's Checkbook Secretary,Accessories,Nautica,Men,29.99,12.42,17.57,58.59,329.89
615,Tommy Hilfiger Women V-Neck Logo Polo T-Shirt,Tops & Tees,Tommy Hilfiger,Women,29.99,16.01,13.98,46.62,179.94
27090,Ed Hardy Mens Specialty Drawstring Pants - Black,Sleep & Lounge,Ed Hardy,Men,29.99,12.54,17.45,58.19,209.93
17058,Polo Ralph Lauren Mens Short Sleeve T-Shirt,Tops & Tees,Polo Ralph Lauren,Men,29.99,16.31,13.68,45.62,239.92
17060,U.S. Polo Assn. Men's Woven Shirt With Small Checkered Pattern,Tops & Tees,U.S. Polo Assn.,Men,29.99,15.98,14.01,46.72,209.93
9701,Farrah - Victorian White Cotton Long Nightgown,Sleep & Lounge,Alexander Del Rossa,Women,29.99,18.23,11.76,39.21,239.92
20284,New Fashion Men's Flat Front Slim Fit Slacks,Suits & Sport Coats,King Formal Wear,Men,29.99,11.55,18.44,61.49,299.9
12188,Just Sexy Women's Stretch Lace Over Contrast Mesh Padded Cup Babydoll,Intimates,Just Sexy,Women,29.99,16.28,13.71,45.72,179.94
20504,Brand Q Mens Paisley Silver Vest Tie Hanky Set,Suits & Sport Coats,Brand Q,Men,29.99,11.85,18.14,60.49,359.88
5393,Only Necessities Plus Size Pants in soft twill the No Hassle,Pants & Capris,Only Necessities,Women,29.99,17.24,12.75,42.51,209.93
16163,Kenneth Cole Reaction Men's Spread Collar Tonal Solid Woven Shirt,Tops & Tees,Kenneth Cole REACTION,Men,29.99,15.98,14.01,46.72,269.91
14936,Sexy Nursing Maternity Bra - Berry Monroe,Maternity,You! Lingerie,Women,29.99,12.15,17.84,59.49,269.91
1655,District ThreadsÂ® - Junior Ladies Slub V-Neck Hoodie.,Fashion Hoodies & Sweatshirts,District Threads,Women,29.99,15.29,14.7,49.02,179.94
9603,Adele - Victorian White Cotton Long Nightgown,Sleep & Lounge,Alexander Del Rossa,Women,29.99,16.58,13.41,44.71,299.9
5640,Women's cropped and tunic suspender ankle pants,Pants & Capris,Tops and Bottoms HS,Women,29.99,16.01,13.98,46.62,239.92
5787,Chaotic Florals Black and White Printed Liquid Leggings Small/Medium,Leggings,Stella Elyse,Women,29.99,17.09,12.9,43.01,269.91
14117,Anne Klein Women's Ombre Stripe Neckwrap,Accessories,Anne Klein,Women,29.99,13.26,16.73,55.79,149.95
6137,Lips and Lace Printed Black/White/Pink Liquid Leggings,Leggings,Stella Elyse,Women,29.99,17.78,12.21,40.71,119.96
28618,Kenneth Cole Reaction Men's Glove Leather Dress Belt,Accessories,Kenneth Cole REACTION,Men,29.99,10.92,19.07,63.59,149.95
9536,Hello Kitty Juniors Print Shawl Collar Robe,Sleep & Lounge,Hello Kitty,Women,29.99,17.96,12.03,40.11,269.91
18429,Geoffrey Beene Men's Button Mock Sweater,Active,Geoffrey Beene,Men,29.99,12,17.99,59.99,329.89
603,Ed Hardy Womens Lotus Platinum Tunic- Off White,Tops & Tees,Ed Hardy,Women,29.99,16.49,13.5,45.02,119.96
27384,2 - Pk. of Guide Gear Soft Fit Lounge Pants 1 Red / 1 Green,Sleep & Lounge,Guide Gear,Men,29.99,11.52,18.47,61.59,239.92
4540,Southpole Juniors Plus Size Star Studded Back Pocket Skinny Jean,Jeans,Southpole,Women,29.99,16.37,13.62,45.42,149.95
9831,Dreams and Company Plus Size Short French terry robe Dreams & Co,Sleep & Lounge,DREAMS,Women,29.99,17.9,12.09,40.31,209.93
28935,Landisun 343 Dark Gray Solids Mens Silk Tie Set: Tie+Hanky+Cufflinks Exclusive,Accessories,Landisun,Men,29.99,12.54,17.45,58.19,209.93
136,Bella Womens Andrea Sheer Rib Long Sleeve Longer-Length V Neck T Shirt. B8750,Tops & Tees,Bella,Women,29.99,17,12.99,43.31,209.93
5747,Leatherette Leggings with Side Knit Panel Beige,Leggings,Stella Elyse,Women,29.99,18.83,11.16,37.21,209.93
6099,Cut Out Bow Detail Jean Leggings Black Jeggings One Size,Leggings,Yelete,Women,29.99,16.91,13.08,43.61,179.94
26760,Men's Hanes Long-sleeve Crew Top w/ Flannel Pant Set,Sleep & Lounge,Hanes,Men,29.99,13.02,16.97,56.59,239.92
28942,Tommy Hilfiger Men's Clemson Passcase Billfold,Accessories,Tommy Hilfiger,Men,29.99,13.23,16.76,55.89,269.91
13414,Cloris Murphy Sexy Fringed Tassel Orange Strapless Bikini Top & Bottom Swimwear Bathing Suit BN917OR M & L size Orange,Swim,Cloris Murphy,Women,29.99,11.76,18.23,60.79,209.93
20681,Lee Men's Relaxed Fit Slightly Tapered Leg Jean,Jeans,Lee,Men,29.99,14.99,15,50.02,119.96
15629,Woman Within Plus Size Petite jean pull on elastic waist,Plus,Woman Within,Women,29.99,13.53,16.46,54.88,179.94
10100,Only Necessities Plus Size Long 3/4-sleeve tricot gown (53),Sleep & Lounge,Only Necessities,Women,29.99,19.28,10.71,35.71,179.94
7002,Womens BILLABONG BE HAPPY Casual Beach & Surf Summer Shorts - Blue,Shorts,Billabong,Women,29.99,14.73,15.26,50.88,179.94
3459,Ed Hardy War Of The Rosses Dress - White,Dresses,Ed Hardy,Women,29.99,14.67,15.32,51.08,209.93
16896,Levi's Men's Missoula Short Sleeve Shirt,Tops & Tees,Levi's,Men,29.99,16.64,13.35,44.51,299.9
7495,Women's cuff sleeve linen jacket,Blazers & Jackets,Tops and Bottoms HS,Women,29.99,12.48,17.51,58.39,149.95
28947,Diamond Supply Co Brilliant Fold Beanie - Men's,Accessories,Diamond Chain,Men,29.99,10.83,19.16,63.89,239.92
5232,Alfred Dunner Rustic Charm Elastic Waist Twill Pants,Pants & Capris,Alfred Dunner,Women,29.99,16.13,13.86,46.22,149.95
22081,Haggar Mens Renew Chino Plain Front Casual Pant,Pants,Haggar,Men,29.99,15.02,14.97,49.92,119.96
6135,Embellished Side Detail Matte Leatherette Liquid Leggings Grey,Leggings,Stella Elyse,Women,29.99,18.32,11.67,38.91,209.93
9881,Woman Within Plus Size Pajamas set 2 pieces thermal knit,Sleep & Lounge,Woman Within,Women,29.99,17.42,12.57,41.91,119.96
9610,Dreams and Company Plus Size Short French terry robe,Sleep & Lounge,DREAMS,Women,29.99,18.41,11.58,38.61,209.93
20582,Lee Men's Relaxed Fit Slightly Tapered Leg Jean,Jeans,Lee,Men,29.99,16.1,13.89,46.32,119.96
6109,Stripped Lace With Black Panels - Black Legings,Leggings,LissKiss,Women,29.99,18.5,11.49,38.31,179.94
22405,Dockers Men's Soft Khaki D1 Slim Flat Front Pant - Discontinued,Pants,Dockers,Men,29.99,15.23,14.76,49.22,239.92
3646,Sexy Slimming Stretch Strapless Fitted Tube Top Cocktail Mini Dress,Dresses,Hot from Hollywood,Women,29.99,12.63,17.36,57.89,239.92
13490,1 PC. Ladies American Flag Monokini Swimsuit,Swim,Marina West,Women,29.99,11.67,18.32,61.09,269.91
16135,Geoffrey Beene Men's Red and White Striped Dress Shirt,Tops & Tees,Geoffrey Beene,Men,29.99,16.76,13.23,44.11,239.92
6285,Levi's Juniors Cut Off Short,Shorts,Levi's,Women,29.99,13.59,16.4,54.68,179.94
29100,Carhartt Men's Scratch Less Belt,Accessories,Carhartt,Men,29.99,11.07,18.92,63.09,179.94
181,Devon & Jones Blue Ladies' 100% Cotton Savile Patterned Dress Shirt. D600W,Tops & Tees,Devon & Jones,Women,29.99,17.03,12.96,43.21,179.94
18325,Nike 371638 Dri-Fit Fly Short - Anthracite/Electrolime,Active,Nike,Men,29.99,13.62,16.37,54.58,209.93
7309,FULL TILT Abstract Feather Print Maxi Skirt,Skirts,Full Tilt,Women,29.99,12.3,17.69,58.99,209.93
10145,Of The Moment Women's Zebra Fur Trim Hoodie Pajama Set,Sleep & Lounge,Age Group,Women,29.99,16.76,13.23,44.11,149.95
1656,FULL TILT Basic Womens Zip Hoodie,Fashion Hoodies & Sweatshirts,Full Tilt,Women,29.99,13.26,16.73,55.79,299.9
16428,Port Authority Men's Short-Sleeve Value Poplin Shirt. S633,Tops & Tees,Port Authority,Men,29.99,18.05,11.94,39.81,239.92
22909,Hurley Men's Puerto Rico Suiting Mens Walkshort,Shorts,Hurley,Men,29.99,15.5,14.49,48.32,269.91
1879,FULL TILT Basic Womens Zip Hoodie,Fashion Hoodies & Sweatshirts,Full Tilt,Women,29.99,13.68,16.31,54.38,179.94
2053,ililily Double-layer Cotton Hooded Sweatshirt Two-tone Color Full Zip-up Hoodie (hoodies-012),Fashion Hoodies & Sweatshirts,ililily,Women,29.99,14.01,15.98,53.28,269.91
15881,Jr Plus Size Lace Zipper Front Hoodie Top Black,Plus,eVogues Apparel,Women,29.99,15.8,14.19,47.32,239.92
19410,RETROFIT Larry Mens Sweater,Sweaters,Retrofit,Men,29.99,16.25,13.74,45.82,239.92
16818,Authentic Pigment 1969 Dyed Ringspun T-Shirt,Tops & Tees,Authentic Pigment,Men,29.99,15.95,14.04,46.82,149.95
28954,Nike Leather Trifold Wallet w/Red Tin Gift Box,Accessories,Nike,Men,29.99,11.52,18.47,61.59,269.91
4713,Unionbay Juniors Lucille Coolaid Denim Skinny,Jeans,UNIONBAY,Women,29.99,16.55,13.44,44.81,209.93
9656,Nadia - Victorian White Cotton Long Nightgown,Sleep & Lounge,Alexander Del Rossa,Women,29.99,16.94,13.05,43.51,239.92
2918,Cuddle Duds Women's Climatesmart Long Sleeve Crew Neck Top,Active,Cuddl Duds,Women,29.99,12.33,17.66,58.89,209.93
22243,Savane Men's Eco-start Khaki Pant,Pants,Savane,Men,29.99,12.93,17.06,56.89,179.94
20743,IZOD Men's Classic Fit Jean,Jeans,IZOD,Men,29.99,17.15,12.84,42.81,269.91
4345,Woman Within Plus Size Petite jean pull on elastic waist,Jeans,Woman Within,Women,29.99,16.76,13.23,44.11,179.94
5346,Woman Within Plus Size Petite slim fit ponte knit pants,Pants & Capris,Woman Within,Women,29.99,15.2,14.79,49.32,239.92
27426,Columbia Sportswear Men's Backcast II Water Trunk,Swim,Columbia,Men,29.99,16.61,13.38,44.61,149.95
27016,Ed Hardy Men's Blue Dragon Lounge Pants - Heavy Sky,Sleep & Lounge,Ed Hardy,Men,29.99,11.1,18.89,62.99,269.91
5427,Mango Women's Slim-Fit Zippers Trousers - Saten,Pants & Capris,MANGO,Women,29.99,17.33,12.66,42.21,149.95
230,Bella Ladies Stitched Long Sleeve Boatneck T-Shirt -,Tops & Tees,Bella,Women,29.99,15.38,14.61,48.72,179.94
6170,Checkerboard Trim Square Side Pockets Jean Leggings Black Jeggings One Size,Leggings,Yelete,Women,29.99,18.44,11.55,38.51,149.95
1677,Next Level 6521 - Ladies' Poly/Cotton Long-Sleeve Burnout Hooded Tee Hoody,Fashion Hoodies & Sweatshirts,Next Level,Women,29.99,14.37,15.62,52.08,179.94
5740,Leatherette Leggings with Side Knit Panel Coffee,Leggings,Stella Elyse,Women,29.99,19.43,10.56,35.21,239.92
17857,VALOR Cypress Mens Hoodie,Fashion Hoodies & Sweatshirts,Valor,Men,29.99,15.26,14.73,49.12,389.87
15397,Woman Within Plus Size Top 2-in-1 t-shirt with lace trim,Plus,Woman Within,Women,29.99,15.59,14.4,48.02,239.92
7119,Women's Flared Denim Skirt with Belt (Also Available in Plus Sizes),Skirts,Tops and Bottoms HS,Women,29.99,12.42,17.57,58.59,209.93
12024,Sexy Black Silver Strap Corset Front Zipper Boning Back Lace Up,Intimates,Escantee,Women,29.99,15.65,14.34,47.82,149.95
11998,Chicastic Sexy Black & Red Polka Dot Lace Corset Lace Up Bustier With Strong Boning,Intimates,Chicastic,Women,29.99,16.61,13.38,44.61,119.96
9943,Hue Sleepwear Women's Heathered Fleece Ready Set Go Thermal Sleepwear Set,Sleep & Lounge,HUE,Women,29.99,18.62,11.37,37.91,149.95
16497,U.S. Polo Assn. Men's Large Plaid Pattern On Shirt,Tops & Tees,U.S. Polo Assn.,Men,29.99,15.83,14.16,47.22,209.93
27702,Bottoms Out Men's Stripe Swim Short,Swim,Bottoms Out,Men,29.99,19.46,10.53,35.11,209.93
